From,To,Delta time,Choke Size,WHP,WHT,Diff dP,Oil Rate,Water Rate,Liquid Rate,Gas Rate,Actual Gas Rate,Total GOR,Gas SG,Oil SG,Oil API,BSW,Cumm Gas,Cumm Oil,Cumm Water
2017-03-06 05:00:00,2017-03-06 16:48:00,??????,50,0.0,78.789837,1620,2726,8,2735,1.19743725035,0.0574572503536,329,0.728739,892.776123,26.994382135262384,0,0.8733517048611115,2036.1519375798594,4.522677334027778
