,Date,Time,WHP,WHT,dP,Oil Rate,Water Rate,Liquid Rate,Gas Rate,Act Gas Rate,GOR,Gas Density,Oil Density,BSW
0,2017-03-06,05:00:00,234.24963499999998,108.9930394,1706.7435674,3509.6755528000003,5.1937002,3514.869253,1.3484422,0.06247499999999999,414.0277952,15.5375032,865.3296737999999,0.0
1,2017-03-06,05:05:00,234.04456020000003,108.89038120000001,1666.8664777999998,3263.6775862000004,6.1182166,3269.7958028000003,1.4080308,0.0673452,452.82113360000005,15.547689199999999,865.3893956,0.222539
2,2017-03-06,05:10:00,233.9271872,108.87558920000001,1660.0055916000001,3368.335987,10.453506200000001,3378.7894932000004,1.4006896,0.06574899999999999,431.81762580000003,15.534524799999996,865.3963707999999,0.38668519999999995
3,2017-03-06,05:15:00,234.08186880000002,108.9194376,1708.9944488,3605.4777948,0.8038130000000001,3606.2816077999996,1.2922664,0.0591766,386.40977239999995,15.553924600000002,865.3591297999999,0.26588860000000003
4,2017-03-06,05:20:00,234.63455720000002,108.8812132,1678.9150041999997,3430.5227399999994,3.5335394,3434.0562793999998,1.3929364,0.06632400000000001,427.4069942,15.553651400000001,865.4096501999999,0.1002414
5,2017-03-06,05:25:00,234.2508998,108.8670064,1685.4310018,3436.9538332,0.0,3436.9538332,1.3574088,0.0632906,416.672192,15.5408106,865.4053322,0.0
6,2017-03-06,05:30:00,233.97806920000002,108.8495214,1664.6228494,3297.2637892,3.2178337999999997,3300.4816230000006,1.3604094000000002,0.06462419999999999,438.14867780000003,15.527872200000001,865.454053,0.106088
7,2017-03-06,05:35:00,233.7843694,108.761383,1648.0447147999998,3165.0917952000004,0.0,3165.0917952000004,1.4060906,0.0665218,456.8154447999999,15.5588794,865.4811142000001,0.0
8,2017-03-06,05:40:00,233.90170419999998,108.77878700000001,1692.2270775999998,3401.7577296000004,3.1965855999999997,3404.9543151999997,1.3671588,0.064436,426.04774280000004,15.544807400000002,865.471954,0.11699980000000001
9,2017-03-06,05:45:00,234.35389879999997,108.9447874,1702.948313,3461.6602375999996,1.2410158,3462.9012533999994,1.3622904000000002,0.063917,407.6953348,15.553432800000001,865.3764036,0.0455208
10,2017-03-06,05:50:00,234.5999294,108.90111979999999,1724.92699,3547.739444,2.6515578,3550.3910017999997,1.352168,0.062918,407.6351702,15.5809718,865.377949,0.0
11,2017-03-06,05:55:00,233.7138664,108.72686079999998,1633.3291294,3234.3699829999996,0.0,3234.3699829999996,1.371032,0.066209,437.4525594,15.5410966,865.5020424,0.4657324
12,2017-03-06,06:00:00,234.59234619999998,108.8311422,1638.6900012,3109.1312059999996,0.0,3109.1312059999996,1.4179352,0.0692574,461.0767546,15.566070999999999,865.4511274,0.0
13,2017-03-06,06:06:00,235.06948400000002,108.9894628,1730.540341,3534.5218926000002,2.616929,3537.1388216,1.3813092,0.06430480000000001,410.0918478,15.5742956,865.3582604,0.0918836
14,2017-03-06,06:11:00,234.16904359999998,108.9123752,1700.9751649999998,3512.7486689999996,0.0,3512.7486689999996,1.3744576,0.064308,422.422829,15.5672654,865.3938786000001,0.0
15,2017-03-06,06:16:00,234.4931002,108.97107679999999,1680.471035,3410.7267564000003,7.904265799999999,3418.6310222,1.3896735999999996,0.06384200000000001,423.2799124,15.5592086,865.3539642,0.0269254
16,2017-03-06,06:21:00,235.37137239999998,108.9319596,1715.6479916,3390.8583064,3.3443156000000003,3394.202622,1.363921,0.064875,422.22350880000005,15.6045906,865.3737422,0.1725336
17,2017-03-06,06:26:00,222.06325660000002,105.936996,781.6664922,1731.4686398,5.6056364,1737.0742762000002,0.6638196,0.030334,219.6274792,14.869525200000002,867.1324649999999,0.0
