From,To,Delta time,Choke Size,WHP,WHT,Diff dP,Oil Rate,Water Rate,Liquid Rate,Gas Rate,Actual Gas Rate,Total GOR,Gas SG,Oil SG,Oil API,BSW,Cumm Gas,Cumm Oil,Cumm Water
2017-03-05 02:30:00,2017-03-05 08:20:00,??????,"45/64""",241.093576,109.258469,1337,2848,24,2873,1.18662282286,0.0595291942857,432,15.707413,871.524783,30.85912364181158,0,0.7764321708333323,1922.1568269631948,14.611988611805565
